Date,Open,High,Low,Close,Adj Close,Volume
2019-05-22,13.273333,13.596000,12.785333,12.848667,12.848667,280278000
2019-05-23,12.956000,13.298000,12.414667,13.032667,13.032667,398206500
2019-05-24,13.322000,13.332000,12.583333,12.708667,12.708667,212049000
2019-05-28,12.746667,13.000000,12.523333,12.580000,12.580000,154693500
2019-05-29,12.473333,12.826000,12.336000,12.657333,12.657333,179529000
2019-05-30,12.583333,12.817333,12.468000,12.548000,12.548000,118897500
2019-05-31,12.340000,12.661333,12.273333,12.344000,12.344000,156100500
2019-06-03,12.367333,12.445333,11.799333,11.931333,11.931333,195966000
2019-06-04,12.073333,12.932000,11.974000,12.906667,12.906667,207112500
2019-06-05,13.245333,13.418667,12.790000,13.106000,13.106000,202662000
2019-06-06,13.629333,14.066667,13.453333,13.730000,13.730000,303633000
2019-06-07,13.666667,14.056000,13.566667,13.633333,13.633333,240052500
2019-06-10,14.016667,14.462667,13.934000,14.192000,14.192000,158775000
2019-06-11,14.609333,14.726667,14.233333,14.473333,14.473333,174802500
2019-06-12,14.863333,14.892000,13.933333,13.950667,13.950667,227962500
2019-06-13,14.025333,14.326667,13.834000,14.260667,14.260667,122524500
2019-06-14,14.083333,14.443333,14.026667,14.328000,14.328000,111501000
2019-06-17,14.365333,15.133333,14.284667,15.002000,15.002000,184752000
2019-06-18,15.248000,15.649333,14.837333,14.982667,14.982667,190737000
2019-06-19,15.007333,15.184667,14.737333,15.095333,15.095333,98626500
2019-06-20,14.866667,15.126667,14.423333,14.641333,14.641333,177952500
2019-06-21,14.414667,14.812000,14.366667,14.790667,14.790667,123031500
2019-06-24,14.882667,15.057333,14.734667,14.909333,14.909333,86262000
2019-06-25,14.959333,15.022667,14.632667,14.650667,14.650667,92731500
2019-06-26,14.687333,15.148667,14.540000,14.618000,14.618000,127608000
2019-06-27,14.630000,14.860000,14.490000,14.856000,14.856000,95095500
2019-06-28,14.732667,15.011333,14.720000,14.897333,14.897333,102771000
2019-07-01,15.347333,15.540000,15.085333,15.144667,15.144667,123201000
2019-07-02,15.259333,15.276667,14.814667,14.970000,14.970000,138885000
2019-07-03,15.959333,16.104668,15.634000,15.660000,15.660000,213016500
2019-07-05,15.638000,15.696667,15.386667,15.540000,15.540000,105985500
2019-07-08,15.416000,15.483333,15.244000,15.356000,15.356000,88207500
2019-07-09,15.264667,15.400000,15.152000,15.337333,15.337333,92862000
2019-07-10,15.610000,15.929333,15.542667,15.928000,15.928000,137185500
2019-07-11,15.876000,16.100000,15.720000,15.906667,15.906667,112716000
2019-07-12,15.983333,16.358667,15.980667,16.338667,16.338667,138007500
